0.000000000000000000e+00,3.141592653589790007e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.480724762096880198e+00
-1.087615273564200048e-03,3.143765661529060118e+00,-8.700032119865569458e-02,1.736450973694690092e-01,-1.508712508761339954e+01
-7.975718550486300337e-03,3.157501007582749875e+00,-4.639878719451959732e-01,9.239253310679429454e-01,-1.237377226994050083e+01
-2.343380521071910041e-02,3.188160869705099820e+00,-7.725050173930230191e-01,1.525953827734070067e+00,-1.676554959188199945e+01
-4.796181231914679877e-02,3.236346948375110166e+00,-1.189411371757640001e+00,2.323889165610100171e+00,2.235390631845249843e+01
-7.067988433762209532e-02,3.279814732584779957e+00,-6.280274166829199478e-01,1.150947263762289952e+00,-2.074003012810269908e+01
-9.279704870706440012e-02,3.320362291234889796e+00,-1.140959535006959902e+00,2.087733550231909874e+00,4.999999999234899661e+01
-1.056897894104669999e-01,3.340698440015020143e+00,1.093017467335710008e-01,-4.603885157667639838e-01,1.675883676824939883e+01
-9.767991428024590250e-02,3.317652794438549879e+00,5.315220688995110354e-01,-1.382087177779820042e+00,-2.778418610263380017e+01
-9.299759940577839723e-02,3.299051511980430007e+00,-1.571457922433689980e-01,-1.034007291994570032e-01,-8.682377132384489826e+00
-9.958550935017210226e-02,3.300758799437379931e+00,-3.698769685807949958e-01,2.398069780059839951e-01,-1.116825243798889922e+01
-1.122643064594159995e-01,3.312537974357470105e+00,-6.443485762138779771e-01,7.012460181082420529e-01,2.121837578215879816e+00
-1.276580848932669932e-01,3.327585637945730035e+00,-5.871090098356930298e-01,5.013194603668980065e-01,2.912649726986550114e+00
-1.413717474445840006e-01,3.337069166763769967e+00,-5.099597001293969534e-01,2.566001925335409939e-01,7.105776749598989639e+00
-1.518500367639200044e-01,3.337832221924629916e+00,-3.283025691350380249e-01,-1.956096472598309877e-01,1.051610862935240043e+01
-1.567252776256919944e-01,3.325223578603280217e+00,-6.171993779825060006e-02,-8.122756020129230370e-01,1.944753493976559966e+01
-1.521531947121189943e-01,3.291807440292100040e+00,4.275315610128819777e-01,-1.859322844040260048e+00,3.459383435643479743e+01
-1.306212422529519912e-01,3.223024523845150036e+00,1.295108877693130101e+00,-3.640233700248599824e+00,4.397992823132950235e+01
-8.447737087612000595e-02,3.104241266890539919e+00,2.395554951030359980e+00,-5.852104817678459803e+00,3.634503112537770164e+01
-1.333013114608950014e-02,2.936078333878130220e+00,3.292811290029510118e+00,-7.574540885195140127e+00,2.042019570647009985e+01
7.499054419792169912e-02,2.736795894764750159e+00,3.768056739568919955e+00,-8.333973829328670035e+00,4.537413744259899850e+00
1.699791611319350082e-01,2.529840517373480147e+00,3.828131321589309799e+00,-8.200616877197850485e+00,-6.966245923104909643e+00
2.628453290263840225e-01,2.333081866456180098e+00,3.601262318479749869e+00,-7.537737507581470098e+00,-1.264951619206840050e+01
3.484065160047409848e-01,2.155083812376600072e+00,3.245449958571850146e+00,-6.711807303921910162e+00,-1.363203272592389936e+01
4.249328702880290076e-01,1.997235242864900062e+00,2.878816088386639827e+00,-5.928803059114719609e+00,-1.200861508253839993e+01
4.929183027935220007e-01,1.857654847650759944e+00,2.561927538458700138e+00,-5.248797118881859625e+00,-9.319681946887049762e+00
5.538855590569049525e-01,1.733873229227260060e+00,2.317016874852519948e+00,-4.662026755439829806e+00,-6.128254150999549843e+00
6.097488295147119874e-01,1.623920214466169964e+00,2.153324680808669900e+00,-4.139488864380989952e+00,-2.248246212454350079e+00
6.627131960732709492e-01,1.526596453185820046e+00,2.084909183194839866e+00,-3.648609437600539795e+00,3.195639428204109844e+00
7.155925803255810402e-01,1.441606538531339909e+00,2.146423315755209948e+00,-3.149283192422810185e+00,1.249308985707919994e+01
7.727289143064870469e-01,1.370000517541549945e+00,2.425470262893440143e+00,-2.573269944906010132e+00,3.201546849816919860e+01
8.424858515000109849e-01,1.315642355596500002e+00,3.156197659493880092e+00,-1.762989805923379949e+00,3.711886295236750044e+01
9.320452870430999681e-01,1.283121321668099890e+00,4.009328866572410277e+00,-8.300847464764760097e-01,-5.000000000000000000e+01
1.018031113438629953e+00,1.259951627462100099e+00,2.869314502103620157e+00,-1.032588106398000027e+00,-4.999999999931959849e+01
1.075497477836949933e+00,1.230982702850710098e+00,1.727666697078229952e+00,-1.296331202742349920e+00,-4.999999999413520158e+01
1.104394375412460105e+00,1.194493876052620029e+00,5.835958428580330093e-01,-1.637187272315300035e+00,-4.999999999763579694e+01
1.104647175387299951e+00,1.148310746134699967e+00,-5.641080575030390509e-01,-2.075770732131749785e+00,-7.084933847569610421e+00
1.088556147640679983e+00,1.100275138175409895e+00,-7.229336145752539577e-01,-1.770859930826720108e+00,-4.999999998002459733e+01
1.056056938852909965e+00,1.047932027240900066e+00,-1.878130675493439927e+00,-2.437412436061800136e+00,-5.701237301749490172e+00
1.007501618570610047e+00,9.905927948234609648e-01,-2.006052468458300098e+00,-2.154010937150910188e+00,-3.184668074994939957e+01
9.481035473900990551e-01,9.313791711138339480e-01,-2.746657558088680062e+00,-2.598818953543620136e+00,-9.763841601904349687e+00
8.766285337653020315e-01,8.678014067522019648e-01,-2.971374701241709992e+00,-2.494401169657670003e+00,-2.459307386848090005e+01
7.951344861026170552e-01,8.004750868075269921e-01,-3.548994075255599956e+00,-2.906135072634119965e+00,-1.042441799256259927e+01
7.033623097699189808e-01,7.277685517467700205e-01,-3.792995790234470199e+00,-2.919079623511950050e+00,-1.383615090754519983e+01
6.044462265162530157e-01,6.525140775181019759e-01,-4.120776999258040085e+00,-3.112003631718080143e+00,-1.246648131228199929e+01
4.977118850853859966e-01,5.722874374148450016e-01,-4.418455861724179812e+00,-3.316861435519530055e+00,-1.075529164301550011e+01
3.840195944424810159e-01,4.870128773767850028e-01,-4.677371153852919683e+00,-3.515600156390120024e+00,-9.324352413011229856e+00
