t,x_1,x_2,x_3,x_4,x_5,y_1,y_2
0,0,3.14159265358979,0,0,-3.4807390937937,6.69647278643548e-06,0.0650252785054359
0.025,-0.001087619728606,3.14376566956843,-0.0870006656212389,0.173645540487754,-15.0871081544152,3.60072681843682e-05,0.280930677506403
0.05,-0.00797572890930611,3.15750101150666,-0.463987541180312,0.923921869982122,-12.3743006770902,8.10371597762538e-05,0.225274769729989
0.075,-0.0234339768889089,3.18816110745518,-0.772517773143762,1.52597489886415,-16.7657130376881,0.000198465817510707,0.297999544730995
0.1,-0.0479623667365087,3.2363478194808,-1.18942798700971,2.32391471562559,22.3533304456977,-0.00126028012184165,-0.432461243849806
0.125,-0.0706810867594025,3.27981688234285,-0.628059127720676,1.15100862794436,-20.740026988298,0.000807468335944028,0.343860291180401
0.15,-0.0927990528358115,3.3203659420175,-1.14099066207614,2.0877869981911,49.9999999961571,-0.0027555159646992,-0.936020901662502
0.175,-0.105692763521348,3.34070487040613,0.10926267778172,-0.460259327898578,16.7578554777755,0.00133226189476221,-0.345241301529706
0.2,-0.0976841604299683,3.31766299923304,0.531458130372459,-1.38190841163188,-27.7809360433341,-0.00118495139623936,0.487268723744338
0.225,-0.0930024016012778,3.2990639551028,-0.157127212174307,-0.10340369966664,-8.68459465108498,0.000443724284229008,0.12748856680878
0.25,-0.0995905336364155,3.30077243854793,-0.36991326479982,0.239904626054153,-11.1665498025071,8.24234792203837e-05,0.172559515785139
0.275,-0.112269701610377,3.31255288116823,-0.644341873741298,0.701249358667475,2.12168334838938,-0.000209504795676385,-0.073542039289051
0.3,-0.127663356354186,3.32760061113178,-0.587105845269798,0.501323099884587,2.9135353956742,-4.18539730411283e-05,-0.0915630645991269
0.325,-0.141376660461362,3.33708358765098,-0.509934203140772,0.256553601507842,7.10597397117268,-3.04912552950842e-06,-0.169248654609884
0.35,-0.151854248882272,3.3378452823781,-0.32827202030812,-0.195671044982347,10.5163726635032,0.000105967555542139,-0.231257866923885
0.375,-0.156728639368181,3.32523487891854,-0.061682787258571,-0.812353259918256,19.4482218533812,0.000240764292079698,-0.393587513152227
0.4,-0.152155391329624,3.29181626681784,0.42758538143249,-1.85943181673398,34.594725914147,0.000162859282792027,-0.669998213503173
0.425,-0.130621685673408,3.22302953381436,1.29518239914209,-3.64036234265879,43.9788773035416,-0.00253481262535971,-0.822321817250335
0.45,-0.0844759509446368,3.10424216061753,2.39559808748481,-5.8521349274081,36.3436592808783,-0.00558012716539347,-0.624816443583863
0.475,-0.0133278790729568,2.93607861866143,3.29282200877644,-7.57449641852046,20.4207439255909,0.00566292068762353,-0.293446727004083
0.5,0.0749930041414661,2.73679830319608,3.7680838542779,-8.33396464510869,4.53810533492373,0.0278086787310201,-0.0147698757850705
0.525,0.169982369145009,2.52984349644876,3.82817453244203,-8.20063303719017,-6.96664129456653,0.0400101260525316,0.164325574032381
0.55,0.262849584400857,2.33308409540697,3.60129579721549,-7.53773964029592,-12.650035391132,0.0373896842190868,0.25030191250096
0.575,0.348411550202922,2.15508565248524,3.24547201841304,-6.71179997433046,-13.6321268855336,0.0295695684587964,0.267055171106666
0.6,0.424938463520949,1.99723710774322,2.8788366293995,-5.92879829919391,-12.0085154789352,0.0228046524911365,0.249100598768592
0.625,0.492924440358342,1.85765679302789,2.56195065690577,-5.24879632671016,-9.3196195244671,0.0179006050694746,0.223715385985489
0.65,0.553892285832559,1.73387520075551,2.31704149465337,-4.66202757040989,-6.12829686725829,0.0142089322123549,0.20401228032413
0.675,0.609756154151322,1.62392216851878,2.15334832667827,-4.13948983705888,-2.24839034768681,0.0112475463710577,0.195135457247762
0.7,0.662721070315444,1.52659836250232,2.08492953246721,-3.64861061395542,3.19540108189639,0.00877311408013082,0.20203407331452
0.725,0.715600903133336,1.44160838339999,2.14643822687294,-3.14928581967869,12.4927324254391,0.00665013573938111,0.237570027154425
0.75,0.772737532265652,1.37000232039011,2.42547703775583,-2.57327707012932,32.0149072760033,0.00472490733566078,0.338860378266129
0.775,0.842494549186269,1.31564440410732,3.1561917893623,-1.76301240501775,37.1214865875332,0.000866745515575751,0.354943915825675
0.8,0.932054646492242,1.28312362436862,4.00938333842271,-0.830089647233224,-49.9999999999999,-0.00269934212694878,-0.133896738370386
0.825,1.01804185340159,1.259954456097,2.86936906373022,-1.03258280904027,-49.9999999997921,0.000521430008154411,-0.0992535786381821
0.85,1.0755096100828,1.23098647809128,1.7277214088439,-1.29631261904475,-49.9999999635023,0.000810060734984352,-0.128181084466443
0.875,1.10440791853887,1.19449915514493,0.583650821785685,-1.63715079443017,-49.9999998526794,0.00127782757462147,-0.164747852022437
0.9,1.104662158913,1.14831827730225,-0.564052587032786,-2.07570968764817,-4.15830397385103,0.00620814964519756,0.200107420157118
0.925,1.0894187704518,1.10100436844963,-0.655104186462356,-1.71209920138328,-49.9999999987568,-0.00221605642055778,-0.305077734288255
0.95,1.05861950456483,1.05017010009784,-1.80993585724339,-2.37494647301224,-7.04995318924445,0.00767391253071059,0.161713016146218
0.975,1.01137937861356,0.994007918396189,-1.9690833372847,-2.12277154559947,-34.7639916924766,-0.000750055998666177,-0.232645917770607
1,0.95205510626021,0.934688150975852,-2.77784012231749,-2.63987788558577,-8.23285036270757,0.00734431961469673,0.102912557254248
1.025,0.880249583353737,0.870658135174038,-2.96655834193817,-2.48888227969877,-24.0664994345504,0.000841806102345188,-0.169257441319357
1.05,0.799034154810377,0.803723013573029,-3.53148850500081,-2.88006957957446,-10.8782224248817,0.00620946865867689,0.0161953831716093
1.075,0.707566517438171,0.731508734426295,-3.78615905380136,-2.90592964782802,-14.2760536102438,0.00325389867720016,-0.0791865864924262
1.1,0.608691247883912,0.656423534220035,-4.12437021784942,-3.11181443137989,-12.3953094078238,0.00442171993555185,-0.067300130608102
1.125,0.501889912120933,0.576275316979892,-4.42021552981801,-3.31075258202579,-10.8005162484182,0.00445118336652328,-0.0669604370135795
1.15,0.388141303586568,0.49116735898826,-4.68011761029174,-3.50840113399012,-9.44889809941113,0.00430530331708479,-0.0688796599060688
1.175,0.268275939520242,0.401062559531237,-4.90951340509426,-3.71033493411212,-7.90172656857864,0.00402056775240034,-0.0655043978768011
1.2,0.143123507381652,0.306017939978706,-5.10300787919367,-3.90326684162752,-5.98595872046856,0.00343704980474957,-0.0540201104373672
1.225,0.0137050162579856,0.206541253016044,-5.2506933696566,-4.06441150251543,-3.5849478393234,0.00243982304598056,-0.0323040129502434
1.25,-0.118672366016883,0.103796646505946,-5.3396111446341,-4.16415635179811,-0.650081569813273,0.00100176205777469,0.000109749610263776
1.275,-0.25236328525108,-0.000284058817137649,-5.35571236133166,-4.17093082437327,2.70542133205082,-0.000717529297484809,0.0401899102676957
1.3,-0.385412268434679,-0.103084225369318,-5.28828284988069,-4.06175273699286,6.1824005543625,-0.00233020208830403,0.081521565600752
1.325,-0.515698741499456,-0.201657046011954,-5.13483463543019,-3.83320440965269,9.38805484796243,-0.0033928413620572,0.116715571049208
1.35,-0.641170488503685,-0.293261210210707,-4.90327357151171,-3.50484462343398,12.0073796809988,-0.00369681210976935,0.140686005303118
1.375,-0.760072855857252,-0.375839457093112,-4.60942577546083,-3.1114228659637,13.9278579235002,-0.00337239771832465,0.152454796063114
1.4,-0.871077079142564,-0.448225959622954,-4.27149108000407,-2.68926077761736,15.2216803335447,-0.0027182571667872,0.154367336841701
1.425,-0.973279506378449,-0.510056402870527,-3.90527656055868,-2.26617328294572,16.0340716611597,-0.00199083417828216,0.149899536367319
1.45,-1.06612020263575,-0.561522967159598,-3.52249468443587,-1.85902419630588,16.4944036472796,-0.00133274284016416,0.142005329889119
1.475,-1.14928794198569,-0.603130367347041,-3.13135464773631,-1.47612464655279,16.693079061263,-0.000800387575584871,0.132670867841755
1.5,-1.22264683561711,-0.635522207956939,-2.73769264477386,-1.12040488091587,16.691314096332,-0.000404357485173534,0.123108398654192
1.525,-1.28618747902976,-0.659375436006723,-2.34580228404615,-0.791685885516966,16.5323278655297,-0.00013451003260645,0.114019502431327
1.55,-1.33999478811034,-0.675340623597206,-1.95894109683223,-0.488084568316567,16.2472973565458,2.68767190432229e-05,0.105771527819057
1.575,-1.38422622458131,-0.684010648613033,-1.57965719317702,-0.206891832127235,15.8576816267642,9.85734008212003e-05,0.0984975832419599
1.6,-1.41909719269061,-0.685907651458358,-1.21003789098898,0.0548340240533441,15.3751111811855,9.75108265168778e-05,0.0921387611681744
1.625,-1.44487252312696,-0.681483285094258,-0.851949184909478,0.299789907150917,14.7995552453163,3.78750669604022e-05,0.0864404791114163
1.65,-1.46186442951441,-0.671130964429161,-0.507314874315547,0.529939358545832,14.1166546765271,-6.86117028425859e-05,0.0809157613077413
1.675,-1.47043825591348,-0.655211530888779,-0.178461316175829,0.74592255234983,13.2962274681288,-0.00021143235114246,0.0748050733848955
1.7,-1.47102736893102,-0.634095052261668,0.131495306840954,0.94635088584307,12.2960372155281,-0.000378886481255614,0.0671001254131827
1.725,-1.46415671871792,-0.608219698558244,0.418342592748402,1.12714415413872,11.0766197706707,-0.000554600975837927,0.0567420454320313
1.75,-1.45046969688242,-0.578161149918042,0.676815099513126,1.28135463047244,9.63045074154911,-0.00071437459195911,0.0430875159050417
1.775,-1.43074507462559,-0.544691695253521,0.901346336715618,1.40018078632555,8.0172918756418,-0.000827411012506829,0.0265567562923181
1.8,-1.40588413277723,-0.508792836712992,1.08770363653054,1.47569240233714,6.3798865112538,-0.000866537054711181,0.00903939575359991
1.825,-1.37685157382516,-0.471585245397094,1.23505176468549,1.50472893884965,4.90968956501377,-0.000824722720672799,-0.0065300730894009
1.85,-1.34457472101,-0.434172907777769,1.34722428957457,1.49185405421883,3.76420643933564,-0.000723377111981671,-0.017519073332027
1.875,-1.30983610201088,-0.39745644575653,1.43197716364733,1.44883604469809,2.99010819752076,-0.000600206384598456,-0.0229870123993461
1.9,-1.27320879528553,-0.362006908443063,1.49831144745185,1.39030567934172,2.5157060011304,-0.000486384955764585,-0.0239578719032676
1.925,-1.23506179802869,-0.328060314763756,1.55355001396681,1.3284393141851,2.21406055561372,-0.000394548135014272,-0.0224454596945842
1.95,-1.19561950951976,-0.295614387780196,1.60193459114136,1.27011616591652,1.97563206316307,-0.000323182731010618,-0.0202344464750874
1.975,-1.15503387495442,-0.264555081952964,1.64501772147256,1.21738979224067,1.73986174812088,-0.000266216286111121,-0.0183152968079714
2,-1.11343674091427,-0.234751095596982,1.68285398769449,1.16958137292026,1.48757295255733,-0.000218619447830193,-0.0169864944242868
2.025,-1.07096457611233,-0.206098734894353,1.71501897794288,1.12515766862145,1.22067837932143,-0.000177546754737801,-0.0161894504504119
2.05,-1.02776390611872,-0.178530956936032,1.74113271083276,1.08271763847903,0.947040733235264,-0.000141658081467932,-0.0157661644643288
2.075,-0.983988334203686,-0.152010527963245,1.76100910029543,1.04127601870528,0.673697256702831,-0.000110328061920795,-0.0155765759253146
2.1,-0.939793934130126,-0.126520155017363,1.77463668444458,1.00022163587072,0.405316141615428,-8.31920783090911e-05,-0.0155255524465688
2.125,-0.895335613488187,-0.102054626374065,1.78212026486876,0.959198283476763,0.144642270321478,-5.99592503158775e-05,-0.0155547952696128
