t,x_1,x_2,x_3,x_4,x_5,y_1,y_2
0,0,3.14159265358979,0,0,-3.48072476209688,-3.48072476209688,6.96144952419377
0.025,-0.00108761527356429,3.14376566152906,-0.0870003211986557,0.173645097369469,-15.0871250876134,-15.0849829743813,30.1272603358363
0.05,-0.00797571855048632,3.15750100758275,-0.463987871945196,0.923925331067943,-12.3737722699405,-12.3571771336294,24.3991182911994
0.075,-0.0234338052107191,3.1881608697051,-0.772505017393023,1.52595382773407,-16.765549591882,-16.7108910594905,32.4722112440733
0.1,-0.0479618123191468,3.23634694837511,-1.18941137175764,2.3238891656101,22.3539063184525,22.4517546959201,-46.5583784580239
0.125,-0.0706798843376221,3.27981473258478,-0.62802741668292,1.15094726376229,-20.7400301281027,-20.558001605188,38.0205703840164
0.15,-0.0927970487070644,3.32036229123489,-1.14095953500696,2.08773355023191,49.999999992349,50.0521499336379,-101.997767471596
0.175,-0.105689789410467,3.34069844001502,0.109301746733571,-0.460388515766764,16.7588367682494,16.8850765442892,-36.9836804651724
0.2,-0.0976799142802459,3.31765279443855,0.531522068899511,-1.38208717777982,-27.7841861026338,-27.5138820114709,50.7406301713867
0.225,-0.0929975994057784,3.29905151198043,-0.157145792243369,-0.103400729199457,-8.68237713238449,-8.50944277516132,13.7317512035353
0.25,-0.0995855093501721,3.30075879943738,-0.369876968580795,0.239806978005984,-11.1682524379889,-10.9866792569029,18.5859397353722
0.275,-0.112264306459416,3.31253797435747,-0.644348576213878,0.701246018108242,2.12183757821588,2.28386041041196,-7.83877956043083
0.3,-0.127658084893267,3.32758563794573,-0.587109009835693,0.501319460366898,2.91264972698655,3.08271194766113,-9.68726862426693
0.325,-0.141371747444584,3.33706916676377,-0.509959700129397,0.256600192533541,7.10577674959899,7.2659188743613,-18.0659531646067
0.35,-0.15185003676392,3.33783222192463,-0.328302569135038,-0.195609647259831,10.5161086293524,10.6635473642,-24.7433139135351
0.375,-0.156725277625692,3.32522357860328,-0.0617199377982506,-0.812275602012923,19.4475349397656,19.564444669618,-42.0536465327091
0.4,-0.152153194712119,3.2918074402921,0.427531561012882,-1.85932284404026,34.5938343564348,34.6871731260012,-71.5292616982041
0.425,-0.130621242252952,3.22302452384515,1.29510887769313,-3.6402337002486,43.9799282313295,44.0841861916969,-89.4721331810327
0.45,-0.08447737087612,3.10424126689054,2.39555495103036,-5.85210481767846,36.3450311253777,36.2394259587407,-71.6956354070188
0.475,-0.0133301311460895,2.93607833387813,3.29281129002951,-7.57454088519514,20.4201957064701,19.5573547070789,-34.2877187811207
0.5,0.0749905441979217,2.73679589476475,3.76805673956892,-8.33397382932867,4.5374137442599,2.77161732914406,2.63173884948329
0.525,0.169979161131935,2.52984051737348,3.82813132158931,-8.20061687719785,-6.96624592310491,-9.05974641996221,26.1012155782801
0.55,0.262845329026384,2.33308186645618,3.60126231847975,-7.53773750758147,-12.6495161920684,-14.4388777312524,34.1326457083617
0.575,0.348406516004741,2.1550838123766,3.24544995857185,-6.71180730392191,-13.6320327259239,-14.9238424461978,32.8292849646413
0.6,0.424932870288029,1.9972352428649,2.87881608838664,-5.92880305911472,-12.0086150825384,-12.9082129197501,28.5414018109679
0.625,0.492918302793522,1.85765484765076,2.5619275384587,-5.24879711888186,-9.31968194688705,-9.98824683036333,24.4704363595738
0.65,0.553885559056905,1.73387322922726,2.31701687485252,-4.66202675543983,-6.12825415099955,-6.70490120770872,21.5368389113158
0.675,0.609748829514712,1.62392021446617,2.15332468080867,-4.13948886438099,-2.24824621245435,-2.86966506883613,19.8970733837341
0.7,0.662713196073271,1.52659645318582,2.08490918319484,-3.64860943760054,3.19563942820411,2.34039319920504,19.8076608304758
0.725,0.715592580325581,1.44160653853134,2.14642331575521,-3.14928319242281,12.4930898570792,11.0408889550113,22.3013101384452
0.75,0.772728914306487,1.37000051754155,2.42547026289344,-2.57326994490601,32.0154684981692,29.0895284910126,30.8295653677395
0.775,0.842485851500011,1.3156423555965,3.15619765949388,-1.76298980592338,37.1188629523675,34.022549129458,36.1589932309888
0.8,0.9320452870431,1.2831213216681,4.00932886657241,-0.830084746476476,-50,-45.5754722363409,-7.04793071336247
0.825,1.01803111343863,1.2599516274621,2.86931450210362,-1.032588106398,-49.9999999993196,-45.6290498059121,-9.23275051053117
0.85,1.07549747783695,1.23098270285071,1.72766669707823,-1.29633120274235,-49.9999999941352,-45.7079430242256,-11.9718894047277
0.875,1.10439437541246,1.19449387605262,0.583595842858033,-1.6371872723153,-49.9999999976358,-45.8256498980506,-15.4332164727439
0.9,1.1046471753873,1.1483107461347,-0.564108057503039,-2.07577073213175,-7.08493384756961,-6.38353056762642,12.6600023133523
0.925,1.08855614764068,1.10027513817541,-0.722933614575254,-1.77085993082672,-49.9999999800246,-46.0822404134161,-24.2949138971588
0.95,1.05605693885291,1.0479320272409,-1.87813067549344,-2.4374124360618,-5.70123730174949,-5.14776393882439,11.8574052246222
0.975,1.00750161857061,0.990592794823461,-2.0060524684583,-2.15401093715091,-31.8466807499494,-29.5256623470913,-15.9623836368948
1,0.948103547390099,0.931379171113834,-2.74665755808868,-2.59881895354362,-9.76384160190435,-8.98642830310375,5.01904131323066
1.025,0.876628533765302,0.867801406752202,-2.97137470124171,-2.49440116965767,-24.5930738684809,-23.0074578797127,-14.7806111412095
1.05,0.795134486102617,0.800475086807527,-3.5489940752556,-2.90613507263412,-10.4244179925626,-9.7357431561191,0.521741443087962
1.075,0.703362309769919,0.72776855174677,-3.79299579023447,-2.91907962351195,-13.8361509075452,-13.0546513076669,-6.44346316490048
1.1,0.604446226516253,0.652514077518102,-4.12077699925804,-3.11200363171808,-12.466481312282,-11.8503272666309,-6.91859979235905
1.125,0.497711885085386,0.572287437414845,-4.41845586172418,-3.31686143551953,-10.7552916430155,-10.3043632167321,-6.69968544651785
1.15,0.384019594442481,0.487012877376785,-4.67737115385292,-3.51560015639012,-9.32435241301123,-9.01049519342134,-6.74384758473111
1.175,0.264259790660924,0.396760329186229,-4.90380911409806,-3.71489867563515,-7.77305576580406,-7.57691558478072,-6.39484431033925
1.2,0.139288745382033,0.301641584201661,-5.09419509259616,-3.9045718024454,-5.84400987275396,-5.74151524473202,-5.13570459748053
1.225,0.0101340960531792,0.202185865633618,-5.23839330917154,-4.06136676134903,-3.42561327157646,-3.38459789507665,-2.69139235467627
1.25,-0.121886318503532,0.0995870614292315,-5.32335071281969,-4.15548204398348,-0.483477908396524,-0.471802851910073,1.01173966276832
1.275,-0.255118743632601,-0.00419850900684047,-5.33529464729182,-4.15595713031757,2.86055497600289,2.8600570629973,5.63768920577146
1.3,-0.387609064535173,-0.106551466099158,-5.26401350912146,-4.04092996187809,6.30442731662779,6.28041636927494,10.4030109707031
1.325,-0.517251453866309,-0.204551542785777,-5.10758489411008,-3.80818933554626,9.4619278376348,9.37542085222628,14.3745546975351
1.35,-0.642020193405138,-0.295507723716278,-4.87428788802573,-3.47798167719448,12.0313069067111,11.8337715302707,16.9278129426363
1.375,-0.760191988238967,-0.377419770614626,-4.57996594799582,-3.08491791317875,13.9113491708297,13.5663848589779,17.9927048578599
1.4,-0.870466241683807,-0.449168018453545,-4.24254907845996,-2.66460622477987,15.1777387400477,14.6715513620862,17.9131990560891
1.425,-0.971959751200985,-0.510415492093763,-3.87749824414712,-2.24407792119274,15.9731456566357,15.3125193553761,17.1364689010629
1.45,-1.06412534476363,-0.561365107165492,-3.49625707671435,-1.83965120356895,16.4231741090742,15.6282863939222,16.0150455627224
1.475,-1.14665913631979,-0.602521943491069,-3.1068691206366,-1.45934865127056,16.6156324852782,15.7132551625531,14.7734964502363
1.5,-1.21942931105316,-0.634524859269903,-2.71507434025467,-1.10597599360519,16.610232516719,15.628938683335,13.543002896757
1.525,-1.28242862859576,-0.658044084541927,-2.32510938002306,-0.779318247790789,16.4492400154439,15.4165298078225,12.3957924601853
1.55,-1.33574304501955,-0.673723195017083,-1.94019859797182,-0.477504262979276,16.1631228041983,15.1039943528153,11.3667516976311
1.575,-1.37953044447317,-0.682148730591445,-1.56287376119127,-0.197864831398992,15.7727153218233,14.7092046775257,10.4654807437951
1.6,-1.41400642517694,-0.683837740865671,-1.19522023552868,0.0624821432632724,15.2890322602034,14.2403548417353,9.68155524922113
1.625,-1.43943613997381,-0.679238504927586,-0.839116247203193,0.306155725268596,14.711442321751,13.694467508883,8.98469873137084
1.65,-1.45613260583692,-0.668743249160918,-0.496511907766372,0.535022133469824,14.0251327873718,13.054962417321,8.32147703749008
1.675,-1.46446276440216,-0.652714277917531,-0.169770855583561,0.749606293407426,13.1999414131738,12.2903238624292,7.61169788068712
1.7,-1.46486251147914,-0.631526054743556,0.137953436538211,0.948399850576575,12.1946562439606,11.3578779973196,6.75131137043483
1.725,-1.45785995796497,-0.605623733346259,0.422435340961815,1.12723535249465,10.9723483525202,10.2182343690016,5.63260992242855
1.75,-1.44410122345449,-0.575590938728472,0.678457359055429,1.27917625318346,9.52938433830842,8.86335386069624,4.19065067601997
1.775,-1.42436541406395,-0.542205491737847,0.90059669214444,1.39560457293663,7.92917509679295,7.35009214292129,2.4673380091435
1.8,-1.3995494005466,-0.506447465507524,1.0848567675881,1.46896526402682,6.31496602714306,5.81436751957657,0.651871531851527
1.825,-1.37060735446759,-0.469425711534134,1.23065593421893,1.49655444005121,4.87346823913458,4.43754117558756,-0.960532702043673
1.85,-1.33845112080023,-0.432222840481598,1.34196971230004,1.48324207338107,3.75378485594133,3.36763062957464,-2.1027613015914
1.875,-1.303846758292,-0.395714767084703,1.42649099857937,1.44075396970032,2.99565084462338,2.64740004926812,-2.67725386321453
1.9,-1.26735461293748,-0.360452969744405,1.49298479683985,1.38335051359125,2.52607263323445,2.20858380804539,-2.78662943995501
1.925,-1.22933730088621,-0.326664330195572,1.54850197116623,1.32274332941833,2.22180451052817,1.93184261456322,-2.63640867904357
1.95,-1.19001853821024,-0.294347297981759,1.5971005863532,1.26548773043144,1.97815786754513,1.71459425502338,-2.41035686502629
1.975,-1.14955269515724,-0.263394021272429,1.64026830608957,1.21352433213878,1.73772600291543,1.50012440443697,-2.21146797729151
2,-1.10807469111692,-0.233680424408673,1.67807281797345,1.16620498953329,1.4823955138456,1.2703445794046,-2.07156180919634
2.025,-1.06572340678267,-0.205108650250082,1.71012947367147,1.12207708889611,1.21394296170043,1.02688933254602,-1.98534561032585
2.05,-1.02264682430413,-0.177615556666273,1.73609494884996,1.07981391337962,0.93974627708547,0.777021901269686,-1.93692810178343
2.075,-0.978999235569116,-0.151166245619837,1.75580792677609,1.03848112774858,0.666419985384092,0.527299138564783,-1.91202719274095
2.1,-0.93493691418477,-0.125744746753308,1.76927127169911,0.997497713081761,0.398364977567402,0.282101220098365,-1.90086771051219
2.125,-0.890614692260338,-0.101346584665928,1.7765974819396,0.956524234390892,0.138181989872208,0.0440236704607258,-1.89742229706437
2.15,-0.846183777859579,-0.0779739041192307,1.77796400191139,0.915369870180315,-0.112620347717378,-0.18542715345867,-1.89802573590258
2.175,-0.80179047198517,-0.0556324881517623,1.77358596036302,0.873933898118461,-0.353111591598284,-0.405325808790627,-1.90034394085701
2.2,-0.757575408105829,-0.034329918078241,1.76370163553839,0.832172821557158,-0.582649583107766,-0.615039862102922,-1.90277564289795
2.225,-0.713673065001454,-0.0140743691310075,1.74856512788388,0.790082367379842,-0.800735576391923,-0.814085316503962,-1.90413938105217
2.25,-0.670211417571037,0.0051262411895931,1.72844265194219,0.747687256226752,-1.00694654288855,-1.0020584422605,-1.903514140496
2.275,-0.627311659019063,0.0232648985332734,1.70361053502377,0.705034924047389,-1.20090565482176,-1.17860540957897,-1.90015678760081
2.3,-0.58508796357376,0.0403360057686589,1.67435397644251,0.662191285937122,-1.38227163148149,-1.34341058372623,-1.89345789141567
2.325,-0.543647276560832,0.056335804812245,1.6409661000683,0.619237587898621,-1.55073771800863,-1.49619434382604,-1.88291751109096
2.35,-0.50308912747999,0.0712627271950988,1.6037470616137,0.576267849408499,-1.7060356942244,-1.6367158822198,-1.86813182380656
2.375,-0.463505466275697,0.0851176847515415,1.56300308574376,0.533386625860968,-1.84794240338643,-1.76477852119188,-1.84878574014802
2.4,-0.424980525346068,0.0979043065473528,1.51904536973408,0.490706940137981,-1.97628728827254,-1.88023607621403,-1.8246487307968
2.425,-0.387590710955763,0.109629125258355,1.4721888272177,0.448348301338688,-2.09095994449738,-1.98299931431029,-1.79557219109478
2.45,-0.351404528082466,0.120301714681884,1.42275066939256,0.406434770305073,-2.19191700678351,-2.07304185872384,-1.76148730842134
2.475,-0.316482542589098,0.129934779378472,1.37104883733246,0.365093057525712,-2.2791878845351,-2.15040508730455,-1.72240279290874
2.5,-0.282877384130905,0.13854419728292,1.31740031041665,0.324450655289442,-2.3528790081311,-2.21520171128011,-1.67840208595399
2.525,-0.250633792482751,0.146149016295117,1.26211932378822,0.284634016078223,-2.41317636285327,-2.26761782944285,-1.62963982948735
2.55,-0.219788709084609,0.152771406233536,1.20551553293934,0.245766795214564,-2.46034618307615,-2.30791334043197,-1.57633748762276
2.575,-0.19037141461361,0.158436568024125,1.14789216651639,0.207968179156638,-2.49473376424106,-2.33642067218144,-1.51877808609353
2.6,-0.162403712350403,0.163172602548699,1.08954420951871,0.171351322386866,-2.51676042507932,-2.3535418541414,-1.45730008302025
2.625,-0.13590015606083,0.167010342151874,1.03075665847428,0.136021916163174,-2.52691872158848,-2.35974401912604,-1.39229042244934
2.65,-0.110868320101134,0.169983148376279,0.971802888044609,0.10207691171406,-2.52576607620453,-2.35555347685407,-1.32417685409251
2.675,-0.0873091085127672,0.1721266800384,0.912943164988185,0.0696034188745148,-2.51391704126836,-2.34154855159947,-1.25341963608329
2.7,-0.0652170990346254,0.173478636249108,0.854423340618293,0.0386777986208011,-2.49203446329554,-2.31835142015075,-1.18050277282798
2.725,-0.0445809172559066,0.174078479398876,0.79647374699043,0.00936496440519868,-2.46081985136444,-2.28661922125206,-1.10592497534582
2.75,-0.0253836355867207,0.173967143442601,0.7393083152682,-0.0182820973915463,-2.42100327830625,-2.24703473303618,-1.03019056641166
2.775,-0.00760319135515437,0.173186733007066,0.683123927286092,-0.0442225831709601,-2.37333315151543,-2.20029692475337,-0.953800575507293
2.8,0.00878718184001911,0.171780218884136,0.628100003643572,-0.0684279055703064,-2.31856618463887,-2.14711168664696,-0.877244284038142
2.825,0.0238185153799292,0.1697911353495,0.574398324035653,-0.0908815130386236,-2.25745787515903,-2.08818301983976,-0.800991472504972
2.85,0.0375256651426773,0.1672632844555,0.522163068441443,-0.111578510588572,-2.19075375423324,-2.02420493444673,-0.725485600381682
2.875,0.0499468745877123,0.164240451994423,0.471521061548093,-0.130525102991631,-2.11918162108022,-1.95585425541993,-0.651138105706287
2.9,0.0611233462051141,0.160766139234564,0.422582197762222,-0.147737886839988,-2.04344491116268,-1.88378447790744,-0.578323952732986
2.925,0.0710988255165915,0.156883313826573,0.375440020581616,-0.163243021593402,-1.96421728394804,-1.80862075535649,-0.507378494802449
2.95,0.0799192011330592,0.152634182499817,0.330172427989294,-0.177075311873939,-1.88213844731137,-1.73095603914413,-0.438595642725666
2.975,0.08763212365914,0.148059987361354,0.286842475038308,-0.189277233452047,-1.79781118177902,-1.65134833805888,-0.372227273284538
3,0.0942866455238961,0.143200826816472,0.24549924556979,-0.199897934096958,-1.7117994758508,-1.57031901650349,-0.308483750849716
3.025,0.0999328831409149,0.13809550138754,0.20617876702355,-0.208992237585754,-1.62462764990025,-1.48835201813182,-0.247535399147454
3.05,0.104621702185208,0.132781384049652,0.168904945127049,-0.216619675315364,-1.53678032229516,-1.40589387853624,-0.189514733738356
3.075,0.108404426236644,0.127294314148291,0.13369049865752,-0.222843565379718,-1.44870306091832,-1.32335438020159,-0.13451925669868
3.1,0.111332568590405,0.121668513528957,0.100537878144891,-0.227730154100808,-1.36080356453921,-1.24110770373042,-0.0826146214288925
3.125,0.113457586677317,0.115936523193698,0.0694401560392402,-0.231347830233815,-1.2734532275442,-1.15949393754169,-0.0338379912570882
3.15,0.114830658268125,0.110129158599192,0.0403818793195279,-0.233766417645826,-1.18698895695731,-1.07882082257573,0.0117985606458671
3.175,0.115502478448879,0.104275481614028,0.0133398786159869,-0.235056548408164,-1.1017151301633,-0.999365626818858,0.054304733661301
3.2,0.115523076239327,0.0984027871435888,-0.0117159694425157,-0.235289115079569,-1.01790560228831,-0.921377063796284,0.0937088588293815
3.225,0.114941649670913,0.0925366024917229,-0.034822027789694,-0.234534798509611,-0.935805692833368,-0.845077188678356,0.130055000376502
