t,x_1,x_2,x_3,x_4,x_5,y_1,y_2
0,0,3.14159265358979,0,0,-3.48072476209688,0,2.61054357157266
0.025,-0.00108761527356429,3.14376566152906,-0.0870003211986557,0.173645097369469,-15.0871250876134,-1.96565399512849e-06,11.2977250830003
0.05,-0.00797571855048632,3.15750100758275,-0.463987871945196,0.923925331067943,-12.3737722699405,-0.000407371780559274,9.15017850949191
0.075,-0.0234338052107191,3.1881608697051,-0.772505017393023,1.52595382773407,-16.765549591882,-0.00325119156734388,12.1811388002017
0.1,-0.0479618123191468,3.23634694837511,-1.18941137175764,2.3238891656101,22.3539063184525,-0.0153148350367509,-17.4403342526536
0.125,-0.0706798843376221,3.27981473258478,-0.62802741668292,1.15094726376229,-20.7400301281027,-0.00546514979798829,14.26448017661
0.15,-0.0927970487070644,3.32036229123489,-1.14095953500696,2.08773355023191,49.999999992349,-0.0231781298921021,-38.2206518704495
0.175,-0.105689789410467,3.34069844001502,0.109301746733571,-0.460388515766764,16.7588367682494,-0.00125280968344654,-13.8673451007229
0.2,-0.0976799142802459,3.31765279443855,0.531522068899511,-1.38208717777982,-27.7841861026338,-0.0100063779778843,19.0400509310795
0.225,-0.0929975994057784,3.29905151198043,-0.157145792243369,-0.103400729199457,-8.68237713238449,-5.01733262350257e-05,5.14946864211233
0.25,-0.0995855093501721,3.30075879943738,-0.369876968580795,0.239806978005984,-11.1682524379889,-0.000272753732449615,6.97006403334897
0.275,-0.112264306459416,3.31253797435747,-0.644348576213878,0.701246018108242,2.12183757821588,-0.00250234429844243,-2.93645999626619
0.3,-0.127658084893267,3.32758563794573,-0.587109009835693,0.501319460366898,2.91264972698655,-0.00138949664962285,-3.63101881890785
0.325,-0.141371747444584,3.33706916676377,-0.509959700129397,0.256600192533541,7.10577674959899,-0.000382230272819584,-6.77426374824801
0.35,-0.15185003676392,3.33783222192463,-0.328302569135038,-0.195609647259831,10.5161086293524,-0.000222971505410285,-9.27846935263456
0.375,-0.156725277625692,3.32522357860328,-0.0617199377982506,-0.812275602012923,19.4475349397656,-0.00360234022551964,-15.7656902314195
0.4,-0.152153194712119,3.2918074402921,0.427531561012882,-1.85932284404026,34.5938343564348,-0.0154859381968393,-26.8043336988348
0.425,-0.130621242252952,3.22302452384515,1.29510887769313,-3.6402337002486,43.9799282313295,-0.0323152005166136,-33.5117897975775
0.45,-0.08447737087612,3.10424126689054,2.39555495103036,-5.85210481767846,36.3450311253777,0.0383610629593036,-26.933781161145
0.475,-0.0133301311460895,2.93607833387813,3.29281129002951,-7.57454088519514,20.4201957064701,0.349791816374566,-13.2859331080556
0.5,0.0749905441979217,2.73679589476475,3.76805673956892,-8.33397382932867,4.5374137442599,0.808075816319276,0.0584406736592036
0.525,0.169979161131935,2.52984051737348,3.82813132158931,-8.20061687719785,-6.96624592310491,1.12166266346485,8.64015420632152
0.55,0.262845329026384,2.33308186645618,3.60126231847975,-7.53773750758147,-12.6495161920684,1.1715304442345,11.7884532120885
0.575,0.348406516004741,2.1550838123766,3.24544995857185,-6.71180730392191,-13.6320327259239,1.05392718541134,11.5842922032649
0.6,0.424932870288029,1.9972352428649,2.87881608838664,-5.92880305911472,-12.0086150825384,0.886592527063609,10.2446226960109
0.625,0.492918302793522,1.85765484765076,2.5619275384587,-5.24879711888186,-9.31968194688705,0.725940861089526,8.91966603266069
0.65,0.553885559056905,1.73387322922726,2.31701687485252,-4.66202675543983,-6.12825415099955,0.586299369047653,7.95732876274793
0.675,0.609748829514712,1.62392021446617,2.15332468080867,-4.13948886438099,-2.24824621245435,0.466788586403632,7.43042006600367
0.7,0.662713196073271,1.52659645318582,2.08490918319484,-3.64860943760054,3.19563942820411,0.362773912620682,7.44790948726136
0.725,0.715592580325581,1.44160653853134,2.14642331575521,-3.14928319242281,12.4930898570792,0.268641724385567,8.40625293708951
0.75,0.772728914306487,1.37000051754155,2.42547026289344,-2.57326994490601,32.0154684981692,0.177606172064269,11.6053662771447
0.775,0.842485851500011,1.3156423555965,3.15619765949388,-1.76298980592338,37.1188629523675,0.082500653737803,13.5856508401561
0.8,0.9320452870431,1.2831213216681,4.00932886657241,-0.830084746476476,-50,0.0181526244373629,-2.63653610888023
0.825,1.01803111343863,1.2599516274621,2.86931450210362,-1.032588106398,-49.9999999993196,0.0279230963998884,-3.4516056401963
0.85,1.07549747783695,1.23098270285071,1.72766669707823,-1.29633120274235,-49.9999999941352,0.0436512181753912,-4.47127171709179
0.875,1.10439437541246,1.19449387605262,0.583595842858033,-1.6371872723153,-49.9999999976358,0.0688314442256441,-5.75583809558651
0.9,1.1046471753873,1.1483107461347,-0.564108057503039,-2.07577073213175,-7.08493384756961,0.108844311130286,4.80328748819187
0.925,1.08855614764068,1.10027513817541,-0.722933614575254,-1.77085993082672,-49.9999999800246,0.077683323097844,-9.06657045597091
0.95,1.05605693885291,1.0479320272409,-1.87813067549344,-2.4374124360618,-5.70123730174949,0.143634837838169,4.53618450553235
0.975,1.00750161857061,0.990592794823461,-2.0060524684583,-2.15401093715091,-31.8466807499494,0.108803506577612,-5.9113370535417
1,0.948103547390099,0.931379171113834,-2.74665755808868,-2.59881895354362,-9.76384160190435,0.152751836467303,1.99607958482275
1.025,0.876628533765302,0.867801406752202,-2.97137470124171,-2.49440116965767,-24.5930738684809,0.134572956585636,-5.43397649301619
1.05,0.795134486102617,0.800475086807527,-3.5489940752556,-2.90613507263412,-10.4244179925626,0.172932081845943,0.346183030815287
1.075,0.703362309769919,0.72776855174677,-3.79299579023447,-2.91907962351195,-13.8361509075452,0.162841220520374,-2.26431477626537
1.1,0.604446226516253,0.652514077518102,-4.12077699925804,-3.11200363171808,-12.466481312282,0.170137433668687,-2.42549446581334
1.125,0.497711885085386,0.572287437414845,-4.41845586172418,-3.31686143551953,-10.7552916430155,0.173646366892822,-2.32990914408733
1.15,0.384019594442481,0.487012877376785,-4.67737115385292,-3.51560015639012,-9.32435241301123,0.169803297151958,-2.34136650402782
1.175,0.264259790660924,0.396760329186229,-4.90380911409806,-3.71489867563515,-7.77305576580406,0.157634518951253,-2.21633022370114
1.2,0.139288745382033,0.301641584201661,-5.09419509259616,-3.9045718024454,-5.84400987275396,0.134690503168761,-1.76512767675947
