0.000000000000000000e+00,3.141592653589790007e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.280223380582320214e+00
-1.024965008884200094e-03,3.143640489066000132e+00,-8.198881448831689400e-02,1.636425733163660023e-01,-1.477879526750520078e+01
-7.691505454176899605e-03,3.156934712913749941e+00,-4.512765055814449977e-01,8.986797160191639655e-01,-1.247117854311979990e+01
-2.286253115101479980e-02,3.187029706787760208e+00,-7.622550369465610487e-01,1.506066813511049984e+00,-1.583046027328479965e+01
-4.684289507799520302e-02,3.234146310033730209e+00,-1.155865665724570057e+00,2.258382111075019960e+00,1.900953209126389964e+01
-6.976675028925030664e-02,3.278063582119290054e+00,-6.780038182470670138e-01,1.252163460833140007e+00,-1.905273321203949877e+01
-9.260726314824699323e-02,3.320109642200640199e+00,-1.148854380538999909e+00,2.106340760675740054e+00,4.999999999920699878e+01
-1.056972184920979968e-01,3.340910695038690204e+00,1.014141311997679984e-01,-4.417935313203180114e-01,6.152854954512600116e+00
-1.011872555146239999e-01,3.324804583756329812e+00,2.593570022298369859e-01,-8.455134086324009868e-01,-2.840532277392030025e+01
-1.034977381982759986e-01,3.319884070391410091e+00,-4.442537767504399771e-01,4.525882292301749987e-01,4.419988309037630181e+00
-1.131727392309490043e-01,3.327276890904149909e+00,-3.297300254879699799e-01,1.382621791876010031e-01,-1.294763274269049980e+01
-1.253916331216869962e-01,3.337399100884379965e+00,-6.477060284723999972e-01,6.703508714578400030e-01,7.719369098323870304e+00
-1.391211014008910118e-01,3.348109698860299854e+00,-4.506418635389439764e-01,1.857612923933290028e-01,1.210719284837239895e+00
-1.499487430045080005e-01,3.350631373514660005e+00,-4.155621298520359996e-01,1.576269509670310057e-02,7.724964693305239827e+00
-1.578721785462700034e-01,3.344933605682039790e+00,-2.183171100059209946e-01,-4.711964870651749737e-01,1.237563441455849933e+01
-1.594171449240819882e-01,3.324274993272180012e+00,9.472614771923139332e-02,-1.180262872866699952e+00,2.495671812672449974e+01
-1.492143732769490028e-01,3.278288262513060047e+00,7.215966877410130431e-01,-2.496707011687560041e+00,4.061337889890219799e+01
-1.184480076701049933e-01,3.189898331908839868e+00,1.739688897900590003e+00,-4.570090392722970130e+00,4.281618785122329740e+01
-6.157556910131380123e-02,3.048864569955819892e+00,2.808380559108960117e+00,-6.696652570929470194e+00,3.037507619788830127e+01
1.793353427151569979e-02,2.864002275471960068e+00,3.548005337703000084e+00,-8.060658552999859339e+00,1.389180091850020027e+01
1.104760547841689977e-01,2.657336403131630220e+00,3.850924009580960039e+00,-8.440919123964029325e+00,-6.552004824954029694e-01
